Time,Source,Topic,SampleTime,PerfCounter,Elapsed
2025-01-21T12:00:35-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959998.1892405,1314993.961542083,0.0313
2025-01-21T12:00:35-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959997.400842,1314993.961835791,0.0161
2025-01-21T12:00:35-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959997.400842,1314993.961887458,0.0123
2025-01-21T12:00:35-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959997.1504946,1314993.962240958,0.0240
2025-01-21T12:00:35-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959997.3005724,1314993.962627375,0.3500
2025-01-21T12:00:35-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959997.3005724,1314993.963017541,0.3532
2025-01-21T12:00:35-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.992632,1314993.964379625,1.3307
2025-01-21T12:00:35-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959997.45196,1314993.964463666,0.0500
2025-01-21T12:00:35-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959998.140088,1314993.964525416,0.0299
2025-01-21T12:00:35-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959997.3516903,1314993.964809666,0.0156
2025-01-21T12:00:35-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959997.3536563,1314993.96485625,0.0124
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959997.1003594,1314994.000968083,0.0472
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959997.250437,1314994.001474416,0.4249
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959997.250437,1314994.001921833,0.3812
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.94348,1314994.003254166,1.2942
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959997.400842,1314994.003356833,0.0645
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959998.0909367,1314994.003434416,0.0327
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959997.3005724,1314994.00376375,0.0275
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959997.3025384,1314994.003813791,0.0152
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959997.0505524,1314994.004189625,0.0257
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959997.2006297,1314994.004583166,0.3553
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959997.2006297,1314994.004988333,0.3685
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.894328,1314994.006237708,1.2180
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959997.3536563,1314994.006324458,0.0528
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959998.0417843,1314994.006388708,0.0314
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959997.25142,1314994.006652125,0.0164
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959997.25142,1314994.006705833,0.0127
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959997.000417,1314994.007035875,0.0237
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959997.1504946,1314994.0074295,0.3567
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959997.1504946,1314994.007820041,0.3580
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.845176,1314994.009110458,1.2595
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959997.3025384,1314994.009195458,0.0501
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.992632,1314994.009262416,0.0307
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959997.202268,1314994.009553916,0.0148
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959997.2042336,1314994.009601916,0.0125
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.95061,1314994.009935125,0.0258
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959997.1003594,1314994.010327041,0.3555
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959997.1003594,1314994.010712541,0.3527
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.7960243,1314994.012049291,1.3068
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959997.25142,1314994.012178375,0.0678
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.94348,1314994.012253333,0.0333
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959997.15115,1314994.012590666,0.0259
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959997.153116,1314994.012644375,0.0142
2025-01-21T12:00:36-0500,brnbci.sigproc.model.chang_text.unit.ChangTextDecoder,MODEL,0.0,1314994.01324975,0.5222
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.9004745,1314994.013606833,0.0328
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959997.0505524,1314994.014001541,0.3532
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959997.0505524,1314994.014390625,0.3553
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.7468724,1314994.015990875,1.5675
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959997.2042336,1314994.01612,0.0669
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.894328,1314994.016195666,0.0327
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959997.101998,1314994.016486208,0.0207
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959997.101998,1314994.016533708,0.0132
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.8503394,1314994.016892583,0.0260
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959997.000417,1314994.017319916,0.3890
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959997.000417,1314994.017722583,0.3682
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.6485686,1314994.020631333,2.8785
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959997.153116,1314994.020721375,0.0561
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.845176,1314994.020786791,0.0315
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959997.05088,1314994.0210805,0.0290
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959997.05088,1314994.021126416,0.0131
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.800533,1314994.021484458,0.0230
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.95061,1314994.021876625,0.3514
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.95061,1314994.022262041,0.3512
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.5994163,1314994.023689041,1.3924
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959997.101998,1314994.023778333,0.0537
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.7960243,1314994.023840416,0.0307
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959997.001728,1314994.024104416,0.0143
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959997.003694,1314994.024153291,0.0122
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.750397,1314994.024508791,0.0236
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.9004745,1314994.024926791,0.3765
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.9004745,1314994.025336833,0.3774
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.5502644,1314994.026822875,1.4563
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959997.05088,1314994.02692475,0.0605
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.7468724,1314994.026992166,0.0322
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.95061,1314994.027259291,0.0161
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.952576,1314994.027304458,0.0125
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.70059,1314994.027652916,0.0232
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.8503394,1314994.028066791,0.3760
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.8503394,1314994.028464875,0.3650
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.5011125,1314994.029930791,1.4340
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959997.003694,1314994.030012916,0.0490
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.6485686,1314994.030076041,0.0314
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.901458,1314994.030328041,0.0145
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.901458,1314994.030377875,0.0120
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.650455,1314994.030730875,0.0315
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.800533,1314994.031133458,0.3664
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.800533,1314994.0315185,0.3533
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.4519606,1314994.032893416,1.3445
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959996.952576,1314994.032978958,0.0519
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.5994163,1314994.033040833,0.0306
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.85034,1314994.033341416,0.0150
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.8503394,1314994.033388166,0.0143
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.600648,1314994.0337155,0.0227
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.750397,1314994.034105416,0.3543
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.750397,1314994.034539416,0.3735
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.402808,1314994.035996041,1.4236
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959996.901458,1314994.036089333,0.0563
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.5502644,1314994.036152083,0.0300
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.801188,1314994.036428333,0.0150
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.803154,1314994.036487666,0.0264
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.5505123,1314994.036855333,0.0230
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.70059,1314994.037257916,0.3663
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.70059,1314994.037640333,0.3516
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.3536563,1314994.038936083,1.2654
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959996.8503394,1314994.039020666,0.0540
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.5011125,1314994.03908375,0.0315
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.7520356,1314994.039345166,0.0218
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.7520356,1314994.039389583,0.0119
2025-01-21T12:00:36-0500,brnbci.sigproc.model.chang_text.unit.ChangTextDecoder,MODEL,0.0,1314994.039941125,0.4800
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.500377,1314994.040271375,0.0306
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.650455,1314994.040663416,0.3533
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.650455,1314994.041070541,0.3745
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.3045044,1314994.04239525,1.2929
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959996.803154,1314994.042532166,0.0664
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.4519606,1314994.042606875,0.0332
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.7009177,1314994.0429725,0.0361
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.7009177,1314994.04302225,0.0148
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.4505706,1314994.043392375,0.0257
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.600648,1314994.043799541,0.3690
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.600648,1314994.044189958,0.3572
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.255352,1314994.045612625,1.3910
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959996.7520356,1314994.045706375,0.0500
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.402808,1314994.0457715,0.0315
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.651766,1314994.046034291,0.0173
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.653732,1314994.046079666,0.0130
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.400435,1314994.046457958,0.0239
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.5505123,1314994.046858625,0.3636
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.5505123,1314994.047255458,0.3647
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.2062,1314994.048643083,1.3573
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959996.7009177,1314994.048729875,0.0522
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.3536563,1314994.048798,0.0310
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.600648,1314994.049056791,0.0172
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.602614,1314994.049104958,0.0119
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.350628,1314994.049441583,0.0226
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.500377,1314994.049832708,0.3544
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.500377,1314994.050241041,0.3737
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.157048,1314994.051598708,1.3129
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959996.653732,1314994.051695875,0.0573
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.3045044,1314994.05181775,0.0844
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.5514956,1314994.052250125,0.0322
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.5514956,1314994.052359875,0.0150
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.300493,1314994.052759833,0.0336
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.4505706,1314994.053179041,0.3789
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.4505706,1314994.053586541,0.3677
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.1078963,1314994.055052,1.4328
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959996.602614,1314994.055142791,0.0549
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.255352,1314994.05521375,0.0343
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.5003777,1314994.055478083,0.0174
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.500377,1314994.055524375,0.0133
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.2503576,1314994.055885375,0.0245
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.400435,1314994.056276791,0.3539
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.400435,1314994.056666833,0.3532
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.058744,1314994.058293083,1.5950
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959996.5514956,1314994.0584205,0.0578
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.2062,1314994.05850725,0.0448
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.4512258,1314994.058865791,0.0372
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.4531918,1314994.05892525,0.0248
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.2005506,1314994.059296791,0.0347
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.350628,1314994.059762375,0.4227
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.350628,1314994.060209375,0.3793
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959997.009592,1314994.061725666,1.4755
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959996.500377,1314994.061828083,0.0618
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.157048,1314994.06190275,0.0344
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.4020734,1314994.062260333,0.0192
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.4020734,1314994.062309083,0.0131
2025-01-21T12:00:36-0500,brnbci.sigproc.model.chang_text.unit.ChangTextDecoder,MODEL,0.0,1314994.062904833,0.5148
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.150415,1314994.063268458,0.0291
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_HGA/FILTER,-2208959996.300493,1314994.063667208,0.3596
2025-01-21T12:00:36-0500,ezmsg.sigproc.decimate.ChebyForDecimate,PREPROC/DEC_LFS/FILTER,-2208959996.300493,1314994.064147333,0.3591
2025-01-21T12:00:36-0500,ezmsg.sigproc.bandpower.BandPower,PREPROC/BP_HGA,-2208959996.9604406,1314994.065562916,1.3745
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_LFS,-2208959996.4531918,1314994.065675166,0.0536
2025-01-21T12:00:36-0500,ezmsg.sigproc.scaler.AdaptiveStandardScaler,PREPROC/SCALER_HGA,-2208959997.1078963,1314994.065744,0.0327
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_HGA/DOWNSAMPLE,-2208959996.3509555,1314994.066073333,0.0248
2025-01-21T12:00:36-0500,ezmsg.sigproc.downsample.Downsample,PREPROC/DEC_LFS/DOWNSAMPLE,-2208959996.3509555,1314994.066126125,0.0172
2025-01-21T12:00:36-0500,ezmsg.sigproc.affinetransform.CommonRereference,PREPROC/CAR,-2208959996.1006083,1314994.066568083,0.0438
